age,education,black,hispanic,married,nodegree,re74,re75,re78,u74,u75,treat,id
54,16,1,0,1,0,15674.1337890625,14322.5810546875,11821.8134765625,0,0,0,577
25,14,0,1,1,0,15674.1337890625,14322.5810546875,20702.94921875,0,0,0,578
32,12,0,0,1,0,15674.1337890625,14322.5810546875,13299.5390625,0,0,0,579
40,12,0,0,1,0,15674.1337890625,14322.5810546875,16254.9921875,0,0,0,580
40,12,0,0,1,0,15674.1337890625,14322.5810546875,16254.9921875,0,0,0,581
27,16,0,0,1,0,15674.1337890625,14322.5810546875,22165.8984375,0,0,0,582
24,12,0,0,1,0,15674.1337890625,14680.64453125,17732.71875,0,0,0,583
43,12,0,0,1,0,15674.1337890625,14680.64453125,13831.521484375,0,0,0,584
25,16,0,0,1,0,15674.1337890625,15217.7421875,19062.673828125,0,0,0,585
26,12,1,0,1,0,15674.1337890625,15217.7421875,15516.12890625,0,0,0,586
34,12,1,0,1,0,15674.1337890625,15754.8388671875,17732.71875,0,0,0,587
21,13,0,0,1,0,15674.1337890625,15933.87109375,25121.3515625,0,0,0,588
21,12,1,0,1,0,15674.1337890625,16112.9033203125,11821.8134765625,0,0,0,589
23,12,1,0,1,0,15674.1337890625,16202.4189453125,19210.4453125,0,0,0,590
26,12,0,0,1,0,15674.1337890625,16470.96875,35022.12109375,0,0,0,591
28,14,0,0,1,0,15674.1337890625,16757.419921875,16254.9921875,0,0,0,592
26,17,0,0,1,0,15674.1337890625,16829.03125,19210.4453125,0,0,0,593
20,14,0,0,0,0,15674.1337890625,17008.064453125,26599.078125,0,0,0,594
26,12,1,0,1,0,15674.1337890625,17983.7890625,20688.171875,0,0,0,595
21,12,1,0,1,0,15674.1337890625,19693.548828125,19210.4453125,0,0,0,596
41,12,0,0,1,0,15674.1337890625,19693.548828125,32509.984375,0,0,0,597
28,16,0,0,1,0,15674.1337890625,19693.548828125,28815.66796875,0,0,0,598
23,16,0,0,0,0,15674.1337890625,21483.87109375,26599.078125,0,0,0,599
22,12,0,0,1,0,15674.1337890625,22916.12890625,31771.12109375,0,0,0,600
27,14,0,1,0,0,15674.1337890625,23274.193359375,27337.94140625,0,0,0,601
26,16,0,0,1,0,15674.1337890625,23274.193359375,29554.53125,0,0,0,602
54,12,0,0,1,0,15674.1337890625,25064.515625,0,0,0,0,603
54,12,0,0,1,0,15674.1337890625,25064.515625,0,0,0,0,604
54,12,1,0,0,0,15674.1337890625,25064.515625,20688.171875,0,0,0,605
37,16,0,0,0,0,15674.1337890625,26854.83984375,29258.986328125,0,0,0,606
32,13,0,0,1,0,15674.1337890625,30435.484375,22018.126953125,0,0,0,607
29,12,0,0,1,0,15678.052734375,17487.87109375,10196.3134765625,0,0,0,608
22,13,0,0,1,0,15870.060546875,15826.4521484375,35465.4375,0,0,0,609
23,12,1,0,1,0,15870.060546875,30435.484375,27781.259765625,0,0,0,610
36,12,0,0,1,0,15873.98046875,12727.4033203125,17444.5625,0,0,0,611
21,13,0,0,1,0,15960.1865234375,21483.87109375,14777.265625,0,0,0,612
21,12,0,0,1,0,15987.6171875,16291.9345703125,14481.7197265625,0,0,0,613
26,12,1,0,1,0,15987.6171875,17903.2265625,19505.990234375,0,0,0,614
28,12,1,0,1,0,15987.6171875,19693.548828125,13299.5390625,0,0,0,615
43,12,0,0,1,0,15989.576171875,14322.5810546875,14777.265625,0,0,0,616
27,12,1,0,1,0,16011.1279296875,16112.9033203125,20460.6015625,0,0,0,617
36,17,0,0,0,0,16015.046875,30793.548828125,29584.0859375,0,0,0,618
23,12,0,0,1,0,16065.98828125,4833.87109375,25564.669921875,0,0,0,619
31,12,0,0,1,0,16065.98828125,15038.7099609375,17732.71875,0,0,0,620
25,14,0,0,1,0,16065.98828125,15217.7421875,18471.58203125,0,0,0,621
35,12,1,0,1,0,16065.98828125,16086.0478515625,19210.4453125,0,0,0,622
23,16,0,0,1,0,16065.98828125,16829.03125,20688.171875,0,0,0,623
21,12,0,0,1,0,16065.98828125,20588.7109375,28815.66796875,0,0,0,624
22,12,0,0,0,0,16230.56640625,9846.7744140625,2955.453125,0,0,0,625
36,12,1,0,1,0,16261.9140625,21304.83984375,22165.8984375,0,0,0,626
21,12,0,0,1,0,16306.9775390625,18529.83984375,11969.5849609375,0,0,0,627
28,12,0,0,1,0,16393.185546875,13298.515625,0,0,0,0,628
24,12,0,1,1,0,16457.841796875,8951.61328125,21870.353515625,0,0,0,629
30,12,0,0,0,0,16457.841796875,14680.64453125,15146.697265625,0,0,0,630
44,12,0,0,1,0,16457.841796875,16112.9033203125,17289.400390625,0,0,0,631
30,12,0,0,1,0,16457.841796875,16650,19949.30859375,0,0,0,632
34,12,0,0,1,0,16457.841796875,16829.03125,20688.171875,0,0,0,633
26,16,0,0,1,0,16457.841796875,21483.87109375,40637.48046875,0,0,0,634
23,16,0,0,1,0,16457.841796875,21483.87109375,18471.58203125,0,0,0,635
20,12,0,0,0,0,16497.025390625,19604.03125,19653.763671875,0,0,0,636
26,13,0,0,0,0,16653.767578125,3580.645263671875,8866.359375,0,0,0,637
21,12,1,0,1,0,16653.767578125,9846.7744140625,7388.6328125,0,0,0,638
25,12,0,0,1,0,16653.767578125,12181.35546875,17732.71875,0,0,0,639
23,15,0,0,1,0,16653.767578125,13427.4189453125,16993.85546875,0,0,0,640
25,12,1,0,0,0,16653.767578125,14859.6767578125,22904.76171875,0,0,0,641
28,16,0,0,1,0,16653.767578125,15396.7744140625,17437.173828125,0,0,0,642
38,14,0,0,1,0,16653.767578125,16112.9033203125,19505.990234375,0,0,0,643
29,17,0,0,1,0,16653.767578125,16112.9033203125,17732.71875,0,0,0,644
24,17,0,0,1,0,16653.767578125,16650,20688.171875,0,0,0,645
25,16,1,0,1,0,16653.767578125,17008.064453125,21870.353515625,0,0,0,646
55,12,0,0,1,0,16653.767578125,17545.16015625,16254.9921875,0,0,0,647
30,14,0,0,1,0,16653.767578125,17545.16015625,0,0,0,0,648
21,12,0,0,0,0,16653.767578125,17903.2265625,19210.4453125,0,0,0,649
26,12,0,0,1,0,16653.767578125,17903.2265625,17732.71875,0,0,0,650
34,12,0,0,1,0,16653.767578125,19532.419921875,16254.9921875,0,0,0,651
22,12,0,0,1,0,16653.767578125,19693.548828125,26007.98828125,0,0,0,652
22,16,0,0,0,0,16653.767578125,22737.09765625,37682.02734375,0,0,0,653
27,15,0,0,0,0,16653.767578125,23274.193359375,23643.625,0,0,0,654
26,12,0,0,0,0,16653.767578125,23274.193359375,2955.453125,0,0,0,655
26,16,0,0,1,0,16653.767578125,24706.451171875,29554.53125,0,0,0,656
24,14,1,0,1,0,16653.767578125,28466.12890625,40637.48046875,0,0,0,657
26,14,1,0,0,0,16667.482421875,21483.87109375,28815.66796875,0,0,0,658
23,12,1,0,1,0,16708.626953125,10491.2900390625,7565.9599609375,0,0,0,659
28,14,0,0,0,0,16849.6953125,12174.1943359375,1921.0445556640625,0,0,0,660
21,12,0,0,1,0,16849.6953125,15396.7744140625,0,0,0,0,661
30,12,0,0,1,0,16849.6953125,17366.12890625,18978.44140625,0,0,0,662
24,12,0,0,1,0,16849.6953125,18619.35546875,25121.3515625,0,0,0,663
51,12,0,0,1,0,16849.6953125,19693.548828125,17732.71875,0,0,0,664
21,14,0,0,0,0,16849.6953125,19693.548828125,35465.4375,0,0,0,665
22,14,1,0,1,0,16849.6953125,21125.806640625,24086.943359375,0,0,0,666
24,12,0,0,1,0,16884.9609375,9311.4677734375,23080.611328125,0,0,0,667
23,15,0,0,1,0,16955.494140625,20844.7265625,25514.427734375,0,0,0,668
26,14,0,0,1,0,17045.62109375,25064.515625,38716.4375,0,0,0,669
45,12,0,0,1,0,17104.3984375,16381.4521484375,18176.037109375,0,0,0,670
46,13,0,0,1,0,17241.548828125,15754.8388671875,14777.265625,0,0,0,671
29,12,0,0,1,0,17241.548828125,19686.38671875,33544.39453125,0,0,0,672
26,14,0,0,1,0,17241.548828125,20588.7109375,24530.26171875,0,0,0,673
27,16,0,0,1,0,17241.548828125,24885.484375,22165.8984375,0,0,0,674
26,14,0,0,1,0,17437.474609375,7161.29052734375,14771.35546875,0,0,0,675
20,15,0,0,1,0,17437.474609375,8056.45166015625,18471.58203125,0,0,0,676
23,12,0,0,1,0,17437.474609375,12532.2578125,21427.03515625,0,0,0,677
30,16,0,0,1,0,17437.474609375,17867.419921875,15516.12890625,0,0,0,678
24,12,0,0,1,0,17437.474609375,22379.03125,16254.9921875,0,0,0,679
23,12,0,0,1,0,17633.400390625,0,23643.625,0,1,0,680
34,12,0,0,1,0,17633.400390625,0,0,0,1,0,681
24,12,0,1,1,0,17633.400390625,4848.193359375,22165.8984375,0,0,0,682
43,12,1,0,1,0,17633.400390625,10741.9345703125,21858.53125,0,0,0,683
28,14,1,0,1,0,17633.400390625,12532.2578125,16254.9921875,0,0,0,684
20,12,0,0,1,0,17633.400390625,15217.7421875,28815.66796875,0,0,0,685
23,12,1,0,1,0,17633.400390625,15217.7421875,15516.12890625,0,0,0,686
27,14,1,0,1,0,17633.400390625,16112.9033203125,26599.078125,0,0,0,687
53,12,0,0,1,0,17633.400390625,16112.9033203125,19210.4453125,0,0,0,688
28,16,0,0,1,0,17633.400390625,16112.9033203125,22165.8984375,0,0,0,689
26,12,0,0,1,0,17633.400390625,16112.9033203125,25121.3515625,0,0,0,690
25,15,0,0,1,0,17633.400390625,16112.9033203125,18619.35546875,0,0,0,691
29,14,0,0,1,0,17633.400390625,17187.09765625,19699.572265625,0,0,0,692
26,12,1,0,1,0,17633.400390625,17416.2578125,23643.625,0,0,0,693
55,16,0,0,1,0,17633.400390625,17903.2265625,22165.8984375,0,0,0,694
22,12,0,1,1,0,17633.400390625,17903.2265625,14777.265625,0,0,0,695
33,12,0,0,1,0,17633.400390625,17903.2265625,15811.673828125,0,0,0,696
34,14,0,1,1,0,17633.400390625,17903.2265625,8866.359375,0,0,0,697
24,12,0,0,1,0,17633.400390625,18440.322265625,19949.30859375,0,0,0,698
24,12,0,0,1,0,17633.400390625,18750.048828125,32509.984375,0,0,0,699
26,12,1,0,1,0,17633.400390625,18798.38671875,18471.58203125,0,0,0,700
45,12,0,0,1,0,17633.400390625,18798.38671875,19949.30859375,0,0,0,701
22,12,0,0,1,0,17633.400390625,19693.548828125,23643.625,0,0,0,702
55,14,0,0,1,0,17633.400390625,19693.548828125,2068.817138671875,0,0,0,703
24,12,0,0,1,0,17633.400390625,19693.548828125,11526.2666015625,0,0,0,704
23,12,0,0,1,0,17633.400390625,21546.53125,4433.1796875,0,0,0,705
24,13,1,0,0,0,17633.400390625,25064.515625,22165.8984375,0,0,0,706
31,13,0,0,1,0,17633.400390625,25064.515625,23643.625,0,0,0,707
43,12,0,0,1,0,17633.400390625,26854.83984375,28076.8046875,0,0,0,708
43,12,0,0,1,0,17633.400390625,26854.83984375,28076.8046875,0,0,0,709
23,12,1,0,1,0,17672.587890625,14322.5810546875,12294.6845703125,0,0,0,710
22,12,0,0,1,0,17703.935546875,12532.2578125,20688.171875,0,0,0,711
30,12,1,0,1,0,17760.75390625,17366.12890625,19210.4453125,0,0,0,712
28,12,0,0,0,0,17829.328125,5012.9033203125,16240.21484375,0,0,0,713
28,12,0,0,1,0,17829.328125,11100,20688.171875,0,0,0,714
21,12,0,0,0,0,17829.328125,12945.8232421875,26599.078125,0,0,0,715
28,13,0,0,1,0,17876.349609375,15396.7744140625,22452.578125,0,0,0,716
25,14,0,0,1,0,17939.046875,14322.5810546875,9974.654296875,0,0,0,717
54,12,0,0,1,0,18025.255859375,18798.38671875,23643.625,0,0,0,718
26,16,0,0,1,0,18025.255859375,19872.580078125,20983.716796875,0,0,0,719
26,16,0,0,1,0,18025.255859375,23274.193359375,28076.8046875,0,0,0,720
49,13,0,0,1,0,18221.181640625,17903.2265625,17732.71875,0,0,0,721
21,13,1,0,0,0,18221.181640625,21125.806640625,21870.353515625,0,0,0,722
26,16,0,0,1,0,18221.181640625,22379.03125,18471.58203125,0,0,0,723
30,12,1,0,1,0,18338.736328125,25422.580078125,22165.8984375,0,0,0,724
21,13,0,0,1,0,18417.107421875,8951.61328125,27337.94140625,0,0,0,725
33,12,0,0,1,0,18417.107421875,12890.3232421875,20688.171875,0,0,0,726
33,12,0,0,1,0,18417.107421875,14412.0966796875,20688.171875,0,0,0,727
40,12,0,0,1,0,18417.107421875,17545.16015625,17289.400390625,0,0,0,728
27,16,0,0,1,0,18417.107421875,18798.38671875,25860.21484375,0,0,0,729
21,12,0,0,1,0,18417.107421875,19693.548828125,28224.578125,0,0,0,730
31,12,0,0,1,0,18593.44140625,14814.9189453125,16254.9921875,0,0,0,731
27,14,1,0,1,0,18613.03515625,0,13299.5390625,0,1,0,732
47,17,0,0,1,0,18613.03515625,10025.8056640625,35465.4375,0,0,0,733
32,12,1,0,1,0,18613.03515625,16112.9033203125,17732.71875,0,0,0,734
28,12,1,0,0,0,18613.03515625,17008.064453125,19949.30859375,0,0,0,735
35,14,0,0,1,0,18613.03515625,19693.548828125,22424.501953125,0,0,0,736
26,14,0,0,1,0,18613.03515625,19693.548828125,28076.8046875,0,0,0,737
37,12,0,0,1,0,18613.03515625,21483.87109375,23052.53515625,0,0,0,738
23,12,0,0,0,0,18613.03515625,23274.193359375,32953.3046875,0,0,0,739
44,12,1,0,1,0,18613.03515625,23632.2578125,19210.4453125,0,0,0,740
44,12,1,0,1,0,18613.03515625,23632.2578125,19210.4453125,0,0,0,741
36,12,1,0,1,0,18613.03515625,25064.515625,33692.1640625,0,0,0,742
26,12,0,0,1,0,18677.689453125,18261.2890625,24973.578125,0,0,0,743
23,14,0,0,1,0,18722.75390625,21662.90234375,28076.8046875,0,0,0,744
32,13,1,0,1,0,18808.9609375,14143.5478515625,26599.078125,0,0,0,745
33,12,0,0,0,0,18808.9609375,16028.7578125,17502.193359375,0,0,0,746
37,12,1,0,1,0,18808.9609375,16112.9033203125,32509.984375,0,0,0,747
27,12,0,0,1,0,18808.9609375,17187.09765625,19505.990234375,0,0,0,748
43,12,0,0,1,0,18808.9609375,17903.2265625,26155.759765625,0,0,0,749
27,16,0,0,1,0,18808.9609375,17903.2265625,18471.58203125,0,0,0,750
24,12,0,0,1,0,18808.9609375,17903.2265625,18323.810546875,0,0,0,751
24,12,0,0,1,0,18808.9609375,18798.38671875,23052.53515625,0,0,0,752
34,12,1,0,0,0,18848.146484375,30435.484375,12560.67578125,0,0,0,753
42,12,0,0,1,0,18879.494140625,17008.064453125,19210.4453125,0,0,0,754
24,13,1,0,1,0,18881.453125,16112.9033203125,12560.67578125,0,0,0,755
27,12,0,0,1,0,18924.55859375,11995.1611328125,22165.8984375,0,0,0,756
23,12,1,0,1,0,19004.888671875,13427.4189453125,13299.5390625,0,0,0,757
26,16,0,0,1,0,19004.888671875,16112.9033203125,26599.078125,0,0,0,758
27,12,1,0,1,0,19004.888671875,19693.548828125,19210.4453125,0,0,0,759
37,12,1,0,1,0,19004.888671875,25959.677734375,25860.21484375,0,0,0,760
37,12,0,0,1,0,19016.64453125,20893.064453125,16993.85546875,0,0,0,761
26,12,0,1,1,0,19055.828125,0,13299.5390625,0,1,0,762
23,12,0,0,1,0,19096.974609375,20683.59765625,16993.85546875,0,0,0,763
26,13,0,0,1,0,19200.814453125,14680.64453125,18471.58203125,0,0,0,764
27,16,0,0,1,0,19200.814453125,17688.38671875,0,0,0,0,765
27,12,0,0,0,0,19200.814453125,19514.515625,23643.625,0,0,0,766
29,14,0,0,1,0,19200.814453125,21483.87109375,23052.53515625,0,0,0,767
25,16,0,0,1,0,19200.814453125,22558.064453125,33396.62109375,0,0,0,768
26,12,0,0,1,0,19263.51171875,13024.5966796875,24627.791015625,0,0,0,769
22,14,0,0,1,0,19279.185546875,17616.7734375,17289.400390625,0,0,0,770
28,12,0,0,1,0,19298.77734375,0,29554.53125,0,1,0,771
46,12,0,0,1,0,19394.78125,19201.2109375,20431.048828125,0,0,0,772
33,17,0,0,0,0,19396.740234375,0,1539.7911376953125,0,1,0,773
23,12,0,0,1,0,19396.740234375,12532.2578125,25121.3515625,0,0,0,774
23,12,0,0,1,0,19396.740234375,12532.2578125,0,0,0,0,775
23,13,0,0,1,0,19396.740234375,17903.2265625,31032.2578125,0,0,0,776
26,16,0,0,1,0,19396.740234375,25780.64453125,25564.669921875,0,0,0,777
24,16,1,0,0,0,19494.705078125,15217.7421875,23643.625,0,0,0,778
37,12,1,0,1,0,19586.7890625,12030.9677734375,14777.265625,0,0,0,779
50,16,0,0,0,0,19592.66796875,0,23643.625,0,1,0,780
26,13,0,0,1,0,19592.66796875,0,23643.625,0,1,0,781
21,12,1,0,0,0,19592.66796875,716.1290283203125,22165.8984375,0,0,0,782
25,12,1,0,1,0,19592.66796875,5370.9677734375,24642.568359375,0,0,0,783
24,13,1,0,1,0,19592.66796875,11637.0966796875,18442.02734375,0,0,0,784
24,12,1,0,0,0,19592.66796875,11995.1611328125,19210.4453125,0,0,0,785
32,14,1,0,1,0,19592.66796875,12335.3232421875,14777.265625,0,0,0,786
27,16,0,0,1,0,19592.66796875,12532.2578125,17720.896484375,0,0,0,787
21,12,0,1,1,0,19592.66796875,12532.2578125,17732.71875,0,0,0,788
24,16,0,0,1,0,19592.66796875,12890.3232421875,31032.2578125,0,0,0,789
45,14,0,0,1,0,19592.66796875,13606.4521484375,17732.71875,0,0,0,790
38,12,0,0,1,0,19592.66796875,13964.515625,16286.025390625,0,0,0,791
27,15,0,0,1,0,19592.66796875,14859.6767578125,23643.625,0,0,0,792
20,12,1,0,1,0,19592.66796875,16709.080078125,12708.44921875,0,0,0,793
23,12,1,0,1,0,19592.66796875,17008.064453125,22165.8984375,0,0,0,794
33,12,0,0,1,0,19592.66796875,17008.064453125,25014.955078125,0,0,0,795
24,13,0,0,1,0,19592.66796875,17187.09765625,22313.671875,0,0,0,796
44,12,0,0,1,0,19592.66796875,17187.09765625,15368.3564453125,0,0,0,797
34,12,1,0,1,0,19592.66796875,17366.12890625,19210.4453125,0,0,0,798
23,12,1,0,1,0,19592.66796875,17366.12890625,14777.265625,0,0,0,799
27,12,1,0,1,0,19592.66796875,17724.193359375,25121.3515625,0,0,0,800
25,16,0,0,1,0,19592.66796875,17903.2265625,25712.44140625,0,0,0,801
22,12,0,0,1,0,19592.66796875,17903.2265625,23643.625,0,0,0,802
24,16,0,0,0,0,19592.66796875,17903.2265625,16993.85546875,0,0,0,803
23,12,0,0,1,0,19592.66796875,17903.2265625,16254.9921875,0,0,0,804
31,16,0,0,1,0,19592.66796875,17903.2265625,17732.71875,0,0,0,805
23,12,1,0,1,0,19592.66796875,17903.2265625,26599.078125,0,0,0,806
27,12,0,0,1,0,19592.66796875,18082.2578125,32657.7578125,0,0,0,807
20,12,1,0,1,0,19592.66796875,18619.35546875,23643.625,0,0,0,808
20,12,0,0,1,0,19592.66796875,18798.38671875,17732.71875,0,0,0,809
52,15,0,0,1,0,19592.66796875,18798.38671875,17437.173828125,0,0,0,810
33,16,0,0,1,0,19592.66796875,19335.484375,26599.078125,0,0,0,811
40,12,0,0,1,0,19592.66796875,19335.484375,21279.263671875,0,0,0,812
31,12,1,0,1,0,19592.66796875,19466.177734375,20259.630859375,0,0,0,813
35,12,0,0,1,0,19592.66796875,19693.548828125,22535.330078125,0,0,0,814
33,12,0,0,0,0,19592.66796875,19693.548828125,13299.5390625,0,0,0,815
22,12,0,0,1,0,19592.66796875,19693.548828125,17732.71875,0,0,0,816
29,16,1,0,1,0,19592.66796875,20588.7109375,42854.0703125,0,0,0,817
26,12,0,0,1,0,19592.66796875,21125.806640625,21982.66015625,0,0,0,818
23,12,0,0,1,0,19592.66796875,21215.322265625,24884.916015625,0,0,0,819
30,12,0,0,1,0,19592.66796875,21483.87109375,23348.080078125,0,0,0,820
43,12,0,0,1,0,19592.66796875,21483.87109375,22165.8984375,0,0,0,821
43,12,0,0,1,0,19592.66796875,21483.87109375,22165.8984375,0,0,0,822
31,12,0,0,1,0,19592.66796875,21483.87109375,25121.3515625,0,0,0,823
23,12,0,0,1,0,19592.66796875,21483.87109375,20688.171875,0,0,0,824
23,13,0,0,1,0,19592.66796875,21483.87109375,21279.263671875,0,0,0,825
28,16,0,0,1,0,19592.66796875,21483.87109375,32509.984375,0,0,0,826
30,12,0,0,1,0,19592.66796875,21483.87109375,29554.53125,0,0,0,827
53,12,1,0,1,0,19592.66796875,21483.87109375,23643.625,0,0,0,828
32,12,0,0,1,0,19592.66796875,21483.87109375,29554.53125,0,0,0,829
43,12,0,0,1,0,19592.66796875,21739.88671875,29338.783203125,0,0,0,830
43,12,0,0,1,0,19592.66796875,21739.88671875,29338.783203125,0,0,0,831
37,17,0,0,0,0,19592.66796875,23005.64453125,22165.8984375,0,0,0,832
23,12,1,0,1,0,19592.66796875,23274.193359375,21427.03515625,0,0,0,833
28,12,1,0,1,0,19592.66796875,24169.35546875,25860.21484375,0,0,0,834
27,14,1,0,0,0,19592.66796875,25064.515625,28815.66796875,0,0,0,835
46,12,0,0,0,0,19592.66796875,25064.515625,29554.53125,0,0,0,836
30,12,1,0,1,0,19592.66796875,26854.83984375,25897.158203125,0,0,0,837
35,17,0,0,1,0,19592.66796875,44758.06640625,36943.1640625,0,0,0,838
26,15,0,0,1,0,19596.587890625,19335.484375,23643.625,0,0,0,839
25,12,0,0,1,0,19641.650390625,8736.7744140625,23643.625,0,0,0,840
24,12,0,0,1,0,19706.3046875,6624.193359375,25121.3515625,0,0,0,841
22,14,0,0,1,0,19727.857421875,20141.12890625,22284.1171875,0,0,0,842
27,13,0,0,1,0,19735.6953125,20051.61328125,36943.1640625,0,0,0,843
36,12,1,0,1,0,19749.408203125,25064.515625,23643.625,0,0,0,844
35,13,0,0,1,0,19788.595703125,21269.03125,14777.265625,0,0,0,845
34,12,1,0,1,0,19788.595703125,23274.193359375,31032.2578125,0,0,0,846
28,14,0,0,1,0,19984.521484375,12532.2578125,31032.2578125,0,0,0,847
18,12,0,0,1,0,19984.521484375,23274.193359375,26599.078125,0,0,0,848
21,12,0,0,1,0,20068.76953125,21215.322265625,56892.47265625,0,0,0,849
28,16,1,0,1,0,20082.484375,19335.484375,21279.263671875,0,0,0,850
24,14,0,0,1,0,20141.263671875,0,0,0,1,0,851
30,12,0,0,1,0,20180.447265625,15754.8388671875,33987.7109375,0,0,0,852
42,12,0,0,1,0,20180.447265625,17455.64453125,0,0,0,0,853
24,12,0,0,1,0,20180.447265625,19693.548828125,29554.53125,0,0,0,854
40,12,0,0,1,0,20180.447265625,19693.548828125,17732.71875,0,0,0,855
25,17,0,0,1,0,20180.447265625,21036.2890625,22904.76171875,0,0,0,856
27,17,0,0,1,0,20180.447265625,21578.7578125,28520.123046875,0,0,0,857
24,16,0,0,1,0,20200.041015625,17903.2265625,42854.0703125,0,0,0,858
25,16,1,0,0,0,20233.34765625,19335.484375,23052.53515625,0,0,0,859
53,16,0,0,1,0,20343.06640625,20112.484375,19930.09765625,0,0,0,860
28,12,0,0,1,0,20376.375,17903.2265625,32509.984375,0,0,0,861
20,12,0,0,1,0,20376.375,18655.16015625,16993.85546875,0,0,0,862
26,12,0,0,1,0,20376.375,20946.7734375,22165.8984375,0,0,0,863
33,12,0,0,1,0,20503.7265625,21483.87109375,20688.171875,0,0,0,864
24,14,0,0,0,0,20572.30078125,11637.0966796875,12412.9033203125,0,0,0,865
38,12,1,0,0,0,20572.30078125,14322.5810546875,16254.9921875,0,0,0,866
27,12,0,0,1,0,20572.30078125,17545.16015625,24530.26171875,0,0,0,867
27,16,0,0,1,0,20572.30078125,18619.35546875,88663.59375,0,0,0,868
31,13,0,0,1,0,20572.30078125,18798.38671875,29554.53125,0,0,0,869
26,15,0,0,1,0,20572.30078125,18798.38671875,23643.625,0,0,0,870
28,16,0,0,1,0,20572.30078125,18798.38671875,22165.8984375,0,0,0,871
26,17,0,0,1,0,20572.30078125,18977.419921875,35465.4375,0,0,0,872
52,12,0,0,1,0,20572.30078125,18977.419921875,20688.171875,0,0,0,873
25,12,0,0,1,0,20572.30078125,20588.7109375,22461.443359375,0,0,0,874
24,12,0,0,1,0,20572.30078125,20767.7421875,22165.8984375,0,0,0,875
41,12,0,0,1,0,20572.30078125,21483.87109375,25310.501953125,0,0,0,876
40,12,0,0,1,0,20572.30078125,24772.693359375,32586.826171875,0,0,0,877
40,12,0,0,1,0,20572.30078125,24772.693359375,32586.826171875,0,0,0,878
32,13,0,0,1,0,20572.30078125,25064.515625,7388.6328125,0,0,0,879
24,12,1,0,1,0,20572.30078125,25959.677734375,31032.2578125,0,0,0,880
46,12,1,0,1,0,20572.30078125,32225.806640625,7882.193359375,0,0,0,881
31,13,0,0,1,0,20572.30078125,33658.06640625,31032.2578125,0,0,0,882
25,15,0,0,0,0,20738.83984375,21483.87109375,39011.98046875,0,0,0,883
29,12,0,0,1,0,20768.228515625,0,44331.796875,0,1,0,884
25,14,0,0,0,0,20768.228515625,14322.5810546875,17437.173828125,0,0,0,885
42,16,0,0,1,0,20768.228515625,19693.548828125,22165.8984375,0,0,0,886
24,12,0,0,1,0,20768.228515625,23274.193359375,27485.71484375,0,0,0,887
25,14,1,0,1,0,20768.228515625,23274.193359375,26303.533203125,0,0,0,888
44,12,0,0,1,0,20895.580078125,12174.1943359375,20963.029296875,0,0,0,889
27,12,0,0,0,0,20964.154296875,18440.322265625,23348.080078125,0,0,0,890
28,14,0,0,1,0,20964.154296875,20588.7109375,28446.236328125,0,0,0,891
33,16,0,0,1,0,20964.154296875,21483.87109375,22018.126953125,0,0,0,892
25,16,0,0,1,0,20964.154296875,24706.451171875,26229.646484375,0,0,0,893
26,12,1,0,1,0,21116.978515625,22379.03125,25121.3515625,0,0,0,894
39,12,0,0,1,0,21138.529296875,20366.7109375,15049.1669921875,0,0,0,895
31,14,0,0,1,0,21140.48828125,20141.12890625,19653.763671875,0,0,0,896
31,14,0,0,1,0,21140.48828125,20141.12890625,19653.763671875,0,0,0,897
23,13,1,0,1,0,21160.080078125,17903.2265625,23643.625,0,0,0,898
42,12,0,0,1,0,21160.080078125,21483.87109375,12232.62109375,0,0,0,899
36,14,0,0,1,0,21160.080078125,23460.38671875,0,0,0,0,900
26,12,0,0,1,0,21160.080078125,24169.35546875,21279.263671875,0,0,0,901
46,17,0,0,0,0,21258.044921875,24094.16015625,24787.38671875,0,0,0,902
31,12,0,0,1,0,21356.0078125,15038.7099609375,35465.4375,0,0,0,903
27,12,1,0,1,0,21356.0078125,20588.7109375,21722.580078125,0,0,0,904
25,12,0,1,1,0,21512.748046875,26586.2890625,25558.759765625,0,0,0,905
42,16,0,0,1,0,21551.935546875,0,41376.34375,0,1,0,906
28,12,0,0,1,0,21551.935546875,8366.177734375,0,0,0,0,907
28,12,0,0,1,0,21551.935546875,10562.9033203125,21722.580078125,0,0,0,908
27,13,0,0,1,0,21551.935546875,14322.5810546875,16254.9921875,0,0,0,909
35,12,1,0,1,0,21551.935546875,14322.5810546875,15638.7802734375,0,0,0,910
35,12,1,0,1,0,21551.935546875,14322.5810546875,15638.7802734375,0,0,0,911
26,12,0,0,1,0,21551.935546875,15217.7421875,26599.078125,0,0,0,912
19,12,0,0,1,0,21551.935546875,15754.8388671875,19210.4453125,0,0,0,913
29,12,0,0,1,0,21551.935546875,17008.064453125,20688.171875,0,0,0,914
34,12,1,0,1,0,21551.935546875,17903.2265625,25121.3515625,0,0,0,915
28,16,0,0,1,0,21551.935546875,18619.35546875,44331.796875,0,0,0,916
31,16,0,0,1,0,21551.935546875,18798.38671875,23348.080078125,0,0,0,917
37,15,1,0,0,0,21551.935546875,19210.16015625,17732.71875,0,0,0,918
40,12,0,0,1,0,21551.935546875,19693.548828125,31032.2578125,0,0,0,919
37,12,0,0,1,0,21551.935546875,19693.548828125,44331.796875,0,0,0,920
